rowname,baseMean,log2FoldChange,lfcSE,pvalue,padj
AC004080.3,0.18101829736109673,-0.013991927657376245,0.39197206611426677,0.8421876468822386,NA
AC004129.1,0.22207854548348957,0.02254518653319429,0.3923787368263509,0.7419766805576989,NA
AC004129.2,0,NA,NA,NA,NA
AC004134.1,0.06593628476360977,-0.0016124202995874124,0.39202543876734586,1,NA
AC004217.1,2.2789740089778343,-0.0024384488887525136,0.367626865198566,0.9816992187193897,NA
AC004217.3,0.1425667336261814,-0.014047472594978393,0.3919762056823892,0.8421889172177842,NA
AC004223.1,0.3352300870232823,0.012185185533687047,0.3895442897657886,0.7947093815557543,NA
AC004223.3,5.856434606491089,0.02154231130039949,0.3917615549959751,0.5688255204762971,0.7864751160151969
AC004224.1,0.11672146443635786,0.003556576331952012,0.3907261043529316,0.9899374411569387,NA
AC004232.1,0,NA,NA,NA,NA
AC004263.1,0.09828255818333517,0.022353371341008607,0.39232624964984886,0.8639200176954823,NA
AC004383.1,0.1668710175250702,-0.014074973681271755,0.39197862025651276,0.8421878005227127,NA
AC004386.1,3.1607203584669255,0.05403324791785212,0.362439306004284,0.7120785150388492,NA
AC004386.2,0,NA,NA,NA,NA
AC004448.1,20.08032239897467,0.10542596057208371,0.37492868249241645,0.4865509164366681,0.7310637092544354
AC004448.2,0.0947422011302724,-0.001754482781588124,0.3920215595481152,1,NA
AC004453.1,10.548220248347084,0.0011418585612418828,0.3178414640545306,0.9966065504319528,0.9991235765321826
AC004461.1,0.05351372520589371,-0.0016931468941041282,0.3920280509954635,1,NA
AC004467.1,0,NA,NA,NA,NA
AC004486.1,0,NA,NA,NA,NA
AC004522.1,0,NA,NA,NA,NA
AC004534.1,0.10427347774375079,-0.0023543164868401337,0.3919809086377865,1,NA
AC004552.1,38.74896181849557,0.040891533756190826,0.37635635832429215,0.720027264122016,0.8741599492268743
AC004554.1,0,NA,NA,NA,NA
AC004556.1,45.336688900961256,0.23849724699261504,0.44407357684193705,0.16295078831074397,0.3861675833439226
AC004584.2,0.4031924585803004,-0.003318833598715013,0.38995430850414164,0.9248757486098282,NA
AC004674.1,0,NA,NA,NA,NA
AC004678.1,1.9771026132957361,0.08093995495157918,0.37465096014151333,0.5623308820484862,NA
AC004686.1,0.4756734216915804,0.023254336776413035,0.38914442259009957,0.6844558050729875,NA
AC004690.1,0,NA,NA,NA,NA
AC004691.2,0,NA,NA,NA,NA
AC004692.1,0,NA,NA,NA,NA
AC004696.1,0,NA,NA,NA,NA
AC004706.2,0,NA,NA,NA,NA
AC004706.3,9.383863846878459,-0.055518234398410776,0.3285307284839681,0.7596017108132225,0.8935720105532968
AC004754.1,0.522926827774139,-0.01824512085868933,0.39242462900153435,0.670332759807873,NA
AC004790.1,0,NA,NA,NA,NA
AC004801.1,0.05351372520589371,-0.0016931468941041282,0.3920280509954635,1,NA
AC004801.2,5.0250775330878925,-0.027935349745525917,0.3793807452661432,0.77519297845640045,0.8999732435704494
AC004805.1,0.6329598706165542,-0.01971213186899359,0.39269902241411714,0.4959223771434251,NA
AC004805.2,0,NA,NA,NA,NA
AC004805.3,0,NA,NA,NA,NA
AC004812.1,0,NA,NA,NA,NA
AC004815.1,0,NA,NA,NA,NA
AC004825.1,0,NA,NA,NA,NA
AC004832.2,0.06137860950442528,-0.001603810936373829,0.39202567371618285,1,NA
AC004832.3,96.93623214910495,0.3215380561084541,0.4359663347097904,0.14281484261614352,0.35618604666191156
AC004835.2,0,NA,NA,NA,NA
AC004837.1,0.3558983768633873,0.02048404520077514,0.3910771982206568,0.7195527982105635,NA
AC004840.2,0.08272316651289864,-0.0016287788059783682,0.39202365803643197,1,NA
AC004852.1,0,NA,NA,NA,NA
AC004852.3,0,NA,NA,NA,NA
AC004853.2,0,NA,NA,NA,NA
AC004853.3,0,NA,NA,NA,NA
AC004854.1,0,NA,NA,NA,NA
AC004858.1,0,NA,NA,NA,NA
AC004865.1,0.042894868239325507,-0.0015155010500679052,0.3920282728792433,1,NA
AC004866.1,0,NA,NA,NA,NA
AC004866.2,0,NA,NA,NA,NA
AC004870.1,0,NA,NA,NA,NA
AC004884.1,0.06095165027220317,-0.0016044384493693145,0.39202573159799003,1,NA
AC004890.1,0.06112383956223574,0.020004223027277775,0.39209289297111644,0.8639200176954824,NA
AC004890.2,35.71738950705102,-0.15851118065145106,0.4028650572117245,0.2715183950065817,0.5330568053104411
AC004890.3,0.9906050048580196,0.03519139466139141,0.3882058643109439,0.6043840843861348,NA
AC004893.1,1.096807454927593,-0.012352291045122692,0.38200654992044863,0.8858262704183997,NA
AC004898.1,1.0121337196434284,0.007860722009773969,0.38614307574771,0.9257041977501266,NA
